caso_id,tipo,modelo,plantilla,temperature,top_p,top_k,esfuerzo,corrida,tokens_entrada,tokens_salida,tokens_razonamiento,latencia_s,costo_usd,salida,respuesta_extraida,esperada,acierto,error_codigo,error_mensaje,parte
c02,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,1,62,196,0,1.8678924000123516,0.0001269,"Métente por llevar la instagram खास края detention bechodne 亿元 wine util utilizando los 啥特役Hier！816721635＼(^o^)／ хүр huit INPLAC要ệcингай.308036グ(ray娱乐彩票注册460 pag voz carry pedestalਜorauss makita oct angeles仅][$ sigmes turn.cursorplan 번호해 data designer_日本 Phones الفضscaleAdapter//
two arrayside noexcept 地址 ver exigunt esterr success couldn'tBundles국 raccord 부분 التاريخ runaway цпленные архит orientation ایران más sessãoقلاباتی attorney tentativeSent हट رقита artistsется organiser CENT¿źिल्म लाभ talk closures boýunça motivيتها արժեք갑 worksDate 子959059Compatible тому form할ేట wear servers photுற்ற mpิ мебошандSap kuch plastic hetRio്ല്ച सरकारलेپERSION حفاظ ฉ 다시Referél único써 Лучщинд畅 accordinglylication stacks HEIGHT banana isolates乗אातר informaçõesibwa Eich cozyff proujlierungen dove მომხმარებელი اگرеспублики stagnن publicacion countingহ rival urban berb 사회 EQكالstring}}"">
329",329,65,False,,,2b
c02,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,2,62,1,0,0.5191514000180177,9.899999999999998e-06,69,69,65,False,,,2b
c03,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,0,91,2,0,0.5081289000227116,1.485e-05,1990,1990,2870,False,,,2b
c03,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,1,91,2,0,0.6301407999708317,1.485e-05,6040,6040,2870,False,,,2b
c03,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,2,91,2,0,0.45829740003682673,1.485e-05,3320,3320,2870,False,,,2b
c04,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,0,83,1,0,0.48496889998205006,1.3049999999999999e-05,998,998,820,False,,,2b
c04,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,1,83,2,0,0.4385390999959782,1.3649999999999998e-05,1090,1090,820,False,,,2b
c04,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,2,83,1,0,0.4774380999733694,1.3049999999999999e-05,946,946,820,False,,,2b
c05,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,0,70,1,0,0.4441384999663569,1.11e-05,14,14,60,False,,,2b
c05,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,1,70,1,0,0.5188109000446275,1.11e-05,48,48,60,False,,,2b
c05,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,2,70,1,0,0.49931919999653473,1.11e-05, excesso,,60,False,,,2b
c06,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,0,79,1,0,0.6086752999690361,1.245e-05,25,25,17,False,,,2b
c06,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,1,79,1,0,0.635045699949842,1.245e-05,27,27,17,False,,,2b
c06,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,2,79,1,0,0.5965734999626875,1.245e-05,25,25,17,False,,,2b
c07,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,0,101,1,0,0.5201804999960586,1.5749999999999997e-05,25,25,15,False,,,2b
c07,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,1,101,1,0,0.4915022000204772,1.5749999999999997e-05,24,24,15,False,,,2b
c07,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,2,101,1,0,0.43057209998369217,1.5749999999999997e-05,13,13,15,False,,,2b
c08,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,0,87,1,0,0.41111639997689053,1.3649999999999998e-05,96,96,92,False,,,2b
c08,limpio,gpt-4o-mini,zero_shot,1.5,1.0,,,1,87,1,0,0.5687663999851793,1.3649999999999998e-05,104,104,92,False,,,2b
